player_id,name,date_of_birth,idade,position,sub_position,posicao_projeto,foot,height_in_cm,country_of_citizenship,current_club_name,market_value_in_eur,highest_market_value_in_eur,partidas_jogadas,minutos_jogados,gols,assistencias,cartoes,dados_completos
1004728,Dudu,2006-01-01,20.0,Midfield,Attacking Midfield,Meia,left,177.0,Brazil,Clube Atlético Paranaense,5000000.0,5000000.0,,,0,0,0,False
1004736,Figueiredo,2006-03-03,20.0,Midfield,Central Midfield,Meia,right,177.0,Brazil,Sociedade Esportiva Palmeiras,,,,,0,0,0,False
1004737,Esquerdinha,2006-02-28,20.0,Defender,Left-Back,Lateral,left,183.0,Brazil,Fluminense Football Club,,,,,0,0,0,False
1004738,João Cruz,2006-05-12,20.0,Midfield,Central Midfield,Meia,right,172.0,Brazil,Clube Atlético Paranaense,2000000.0,2000000.0,,,1,0,0,False
1004739,Bahia,2006-01-02,20.0,Midfield,Central Midfield,Meia,right,178.0,Brazil,Sport Club Corinthians Paulista,,,,,2,0,11,False
1005006,Vitor Gabriel,2006-03-11,20.0,Defender,Right-Back,Lateral,right,176.0,Brazil,Clube Atlético Mineiro,,,,,2,0,7,False
1005007,Da Mata,2006-03-13,20.0,Defender,Centre-Back,Zagueiro,right,185.0,Brazil,Clube de Regatas do Flamengo,,,,,0,0,0,False
1005582,Phillipe Gabriel,2006-02-23,20.0,Goalkeeper,Goalkeeper,Goleiro,right,196.0,Brazil,Club de Regatas Vasco da Gama,,,,,0,0,0,False
1005640,Arthur Sousa,2003-03-12,23.0,Attack,Centre-Forward,Centroavante,right,184.0,Brazil,Red Bull Bragantino,,,,,0,0,0,False
1005642,Ryan,2003-07-15,22.0,Midfield,Defensive Midfield,Volante,left,170.0,Brazil,Sport Club Corinthians Paulista,,,,,0,0,4,False
1005650,Tchoca,2003-12-31,22.0,Defender,Centre-Back,Zagueiro,right,192.0,Brazil,Sport Club Corinthians Paulista,4000000.0,4000000.0,,,0,0,0,False
1005653,Kauê,2004-02-08,22.0,Goalkeeper,Goalkeeper,Goleiro,right,192.0,Brazil,Sport Club Corinthians Paulista,300000.0,300000.0,,,0,0,0,False
1005656,Felipe Longo,2005-03-05,21.0,Goalkeeper,Goalkeeper,Goleiro,right,189.0,Brazil,Sport Club Corinthians Paulista,500000.0,500000.0,,,0,0,0,False
1015973,Caio Garcia,2004-04-03,22.0,Midfield,Defensive Midfield,Volante,right,175.0,Brazil,Clube de Regatas do Flamengo,,,,,0,0,0,False
1017824,Luiz Henrique,2004-12-23,21.0,Midfield,Attacking Midfield,Meia,right,181.0,Brazil,Esporte Clube Juventude,,,,,0,0,0,False
1022594,Léo Jacó,2005-04-06,21.0,Attack,Centre-Forward,Centroavante,left,,Brazil,Club de Regatas Vasco da Gama,,,,,0,0,0,False
1025717,Weliton,2005-04-13,21.0,Attack,Centre-Forward,Centroavante,right,187.0,Brazil,S. A. F. Botafogo,,,,,0,0,0,False
1027023,Pedro Andrade,2005-04-20,21.0,Defender,Centre-Back,Zagueiro,left,184.0,Brazil,São Paulo Futebol Clube,,,,,0,0,0,False
1027026,Maik,2005-01-03,21.0,Defender,Right-Back,Lateral,right,175.0,Brazil,São Paulo Futebol Clube,1500000.0,2000000.0,,,0,0,0,False
1027027,Ryan Couto,2005-03-03,21.0,Defender,Centre-Back,Zagueiro,right,187.0,Brazil,S. A. F. Botafogo,,,,,0,0,0,False
1027788,Enzo Vagner,2006-07-28,19.0,Attack,Centre-Forward,Centroavante,right,188.0,Brazil,Sport Club do Recife,,,,,0,0,0,False
1029227,Breno Bidon,2005-02-20,21.0,Midfield,Central Midfield,Meia,left,178.0,Brazil,Sport Club Corinthians Paulista,22000000.0,22000000.0,,,0,0,0,False
1031409,Zé Henrique,2004-10-23,21.0,Goalkeeper,Goalkeeper,Goleiro,right,199.0,Brazil,Esporte Clube Juventude,,,,,0,0,0,False
1032891,Kevyson,2004-03-29,22.0,Defender,Left-Back,Lateral,left,174.0,Brazil,Santos Futebol Clube,,,,,1,0,1,False
1039533,Rubén Lezcano,2004-02-09,22.0,Midfield,Attacking Midfield,Meia,left,178.0,Paraguay,Fluminense Football Club,,,,,0,0,0,False
1044131,Roger Gabriel,2007-02-12,19.0,Midfield,Attacking Midfield,Meia,both,173.0,Brazil,Esporte Clube Bahia,,,,,0,0,0,False
1051322,Robert Santos,2003-07-20,22.0,Midfield,Attacking Midfield,Meia,left,180.0,Brazil,Associação Chapecoense de Futebol,1000000.0,1000000.0,,,0,0,0,False
1052819,Léo Derik,2005-07-24,20.0,Defender,Left-Back,Lateral,left,166.0,Brazil,Clube Atlético Paranaense,2500000.0,2500000.0,,,0,0,0,False
1053934,Rafinha,2002-11-18,23.0,Midfield,Attacking Midfield,Meia,right,173.0,Brazil,Esporte Clube Juventude,,,,,0,0,0,False
1063811,Miguelito,2004-04-25,22.0,Midfield,Attacking Midfield,Meia,left,177.0,Bolivia,Santos Futebol Clube,5000000.0,5000000.0,,,0,0,0,False
1064930,Freitas,2003-03-04,23.0,Midfield,Defensive Midfield,Volante,right,178.0,Brazil,Clube do Remo,50000.0,50000.0,,,0,0,0,False
1065802,Wesley Santos,2004-06-06,22.0,Defender,Right-Back,Lateral,right,170.0,Brazil,Mirasol Futebol Clube,,,,,0,0,0,False
1069871,Zé Welinton,2004-01-08,22.0,Defender,Left-Back,Lateral,left,169.0,Brazil,Clube de Regatas do Flamengo,,,,,0,0,0,False
1072157,Thalys,2005-02-22,21.0,Attack,Centre-Forward,Centroavante,left,184.0,Brazil,Sociedade Esportiva Palmeiras,,,,,0,0,0,False
1072630,Vitinho,2004-02-18,22.0,Midfield,Central Midfield,Meia,left,173.0,Brazil,Cruzeiro Esporte Clube,,,,,0,0,0,False
1074501,Cristhian Loor,2006-03-09,20.0,Goalkeeper,Goalkeeper,Goleiro,right,187.0,Ecuador,S. A. F. Botafogo,350000.0,500000.0,,,0,0,0,False
1074584,Keny Arroyo,2006-02-14,20.0,Attack,Right Winger,Ponta,left,176.0,Ecuador,Cruzeiro Esporte Clube,10000000.0,10000000.0,,,0,0,0,False
1082521,Athyrson,2004-01-06,22.0,Attack,Left Winger,Ponta,right,182.0,Brazil,Red Bull Bragantino,,,,,0,0,0,False
1082523,Lucca Prior,2004-02-12,22.0,Midfield,Attacking Midfield,Meia,left,173.0,Brazil,Fortaleza Esporte Clube,,,,,0,0,0,False
1082543,Dyogo Alves,2004-01-09,22.0,Goalkeeper,Goalkeeper,Goleiro,right,188.0,Brazil,Clube de Regatas do Flamengo,400000.0,400000.0,,,0,0,0,False
1082593,Vinicinho,2004-02-20,22.0,Attack,Left Winger,Ponta,right,174.0,Brazil,Red Bull Bragantino,3500000.0,3500000.0,,,0,0,0,False
1082602,Wallace Yan,2005-02-08,21.0,Attack,Centre-Forward,Centroavante,right,182.0,Brazil,Clube de Regatas do Flamengo,5000000.0,6000000.0,,,0,0,0,False
1082603,André Cardoso,2003-05-17,23.0,Midfield,Defensive Midfield,Volante,right,188.0,Brazil,Red Bull Bragantino,,,,,0,0,0,False
1082609,Daniel Sales,2006-06-23,20.0,Defender,Right-Back,Lateral,right,177.0,Brazil,Clube de Regatas do Flamengo,,,,,0,0,0,False
1082625,Patrick,2004-03-19,22.0,Midfield,Defensive Midfield,Volante,left,187.0,Brazil,Clube Atlético Mineiro,1500000.0,1500000.0,,,0,0,0,False
1082631,Allan,2004-04-19,22.0,Attack,Right Winger,Ponta,left,174.0,Brazil,Sociedade Esportiva Palmeiras,20000000.0,20000000.0,,,0,0,0,False
1082637,Jota,2004-02-06,22.0,Midfield,Central Midfield,Meia,right,180.0,Brazil,Esporte Clube Bahia,,,,,0,0,0,False
1082700,Kayke,2004-04-28,22.0,Attack,Left Winger,Ponta,right,176.0,Brazil,Sport Club Corinthians Paulista,1500000.0,1500000.0,,,0,0,0,False
1082701,Gustavo Henrique,2005-10-18,20.0,Defender,Centre-Back,Zagueiro,left,198.0,Brazil,Red Bull Bragantino,,,,,0,0,0,False
1082707,Kauan Faria,2003-04-07,23.0,Defender,Centre-Back,Zagueiro,right,191.0,Brazil,Associação Chapecoense de Futebol,,,,,0,0,0,False
1082818,Lucca Drummond,2004-01-12,22.0,Attack,Centre-Forward,Centroavante,right,189.0,Brazil,Sport Club Internacional,,,,,0,0,0,False
1082820,Italo Vargas,2002-10-13,23.0,Attack,Left Winger,Ponta,right,18.0,Brazil,Associação Chapecoense de Futebol,1000000.0,1000000.0,,,0,0,0,False
1082827,Eric Santos,2004-03-28,22.0,Goalkeeper,Goalkeeper,Goleiro,,195.0,Brazil,Esporte Clube Bahia,,,,,7,0,9,False
1082831,Rafael Soares,2004-12-27,21.0,Defender,Left-Back,Lateral,left,178.0,Brazil,Esporte Clube Bahia,,,,,0,0,0,False
1082840,Kauã Davi,2004-01-17,22.0,Defender,Right-Back,Lateral,right,185.0,Brazil,Esporte Clube Bahia,,,,,0,0,0,False
1082850,Deivid Washington,2005-06-05,21.0,Attack,Centre-Forward,Centroavante,right,187.0,Brazil,Santos Futebol Clube,9000000.0,9000000.0,,,2,0,2,False
1082852,Hyan,2004-03-24,22.0,Midfield,Central Midfield,Meia,right,184.0,Brazil,Santos Futebol Clube,,,,,0,0,0,False
1082969,Wesley Costa,2004-02-04,22.0,Defender,Left-Back,Lateral,left,181.0,Brazil,Grêmio Foot-Ball Porto Alegrense,,,,,0,0,0,False
1083073,Cadu,2004-05-24,22.0,Attack,Centre-Forward,Centroavante,right,188.0,Brazil,Clube Atlético Mineiro,,,,,0,0,0,False
1083089,Gabriel Átila,2003-01-22,23.0,Goalkeeper,Goalkeeper,Goleiro,right,193.0,Brazil,Clube Atlético Mineiro,,,,,0,0,0,False
1083099,Lawan,2005-05-25,21.0,Attack,Centre-Forward,Centroavante,right,180.0,Brazil,Esporte Clube Vitória,,,,,0,0,0,False
1083109,Vitinho,2004-04-28,22.0,Attack,Right Winger,Ponta,right,178.0,Brazil,Esporte Clube Bahia,,,,,0,0,0,False
1083207,Jonathan Jesus,2004-05-27,22.0,Defender,Centre-Back,Zagueiro,right,187.0,Brazil,Cruzeiro Esporte Clube,8000000.0,8000000.0,,,0,0,0,False
1083218,Gabriel Silva,2004-04-18,22.0,Midfield,Attacking Midfield,Meia,right,,Brazil,Ceará Sporting Club,,,,,0,0,0,False
1083245,Murilo Rhikman,2006-03-13,20.0,Midfield,Defensive Midfield,Volante,right,184.0,Brazil,Cruzeiro Esporte Clube,500000.0,500000.0,,,0,0,0,False
1083247,Bruno Alves,2005-08-04,20.0,Defender,Centre-Back,Zagueiro,both,186.0,Brazil,Cruzeiro Esporte Clube,250000.0,250000.0,,,0,0,13,False
1083600,Nathan Fernandes,2005-02-16,21.0,Attack,Right Winger,Ponta,right,176.0,Brazil,S. A. F. Botafogo,4000000.0,8000000.0,,,1,0,1,False
1083635,Davi Schuindt,2004-04-26,22.0,Defender,Centre-Back,Zagueiro,right,186.0,Brazil,Fluminense Football Club,250000.0,250000.0,,,0,0,0,False
1083668,Caio Amaral,2003-09-22,22.0,Defender,Centre-Back,Zagueiro,right,,Brazil,Fluminense Football Club,,,,,0,0,0,False
1083669,Rafael Monteiro,2004-02-14,22.0,Defender,Left-Back,Lateral,left,173.0,Brazil,Fluminense Football Club,,,,,0,0,2,False
1083886,Allan Vitor,2004-08-01,21.0,Goalkeeper,Goalkeeper,Goleiro,right,188.0,Brazil,Club de Regatas Vasco da Gama,,,,,0,0,0,False
1083887,Pablo,2003-02-11,23.0,Goalkeeper,Goalkeeper,Goleiro,right,188.0,Brazil,Club de Regatas Vasco da Gama,50000.0,50000.0,,,0,0,0,False
1083888,Paulinho,2005-05-23,21.0,Defender,Right-Back,Lateral,right,175.0,Brazil,Club de Regatas Vasco da Gama,,,,,0,0,0,False
1083889,Lyncon,2005-05-07,21.0,Defender,Centre-Back,Zagueiro,right,186.0,Brazil,Club de Regatas Vasco da Gama,,,,,0,0,0,False
1083960,Cauã Paixão,2004-05-27,22.0,Attack,Centre-Forward,Centroavante,right,181.0,Brazil,Club de Regatas Vasco da Gama,600000.0,600000.0,,,0,0,0,False
1083962,GB,2005-01-05,21.0,Attack,Centre-Forward,Centroavante,right,196.0,Brazil,Club de Regatas Vasco da Gama,,,,,0,0,0,False
1083966,Cauan Barros,2004-05-06,22.0,Midfield,Defensive Midfield,Volante,right,183.0,Brazil,Club de Regatas Vasco da Gama,5000000.0,5000000.0,,,1,0,2,False
1083969,Guilherme Estrella,2005-01-06,21.0,Midfield,Attacking Midfield,Meia,right,176.0,Brazil,Club de Regatas Vasco da Gama,,,,,0,0,0,False
1083970,JP,2005-04-19,21.0,Midfield,Central Midfield,Meia,both,182.0,Brazil,Club de Regatas Vasco da Gama,2000000.0,2000000.0,,,0,0,0,False
1083971,Lucas Eduardo,2004-01-13,22.0,Midfield,Defensive Midfield,Volante,right,173.0,Brazil,Club de Regatas Vasco da Gama,50000.0,50000.0,,,0,0,0,False
1084069,Gustavo Reis,2005-06-10,21.0,Goalkeeper,Goalkeeper,Goleiro,right,190.0,Brazil,Red Bull Bragantino,,,,,0,0,0,False
1084070,Chumbinho,2003-09-22,22.0,Midfield,Defensive Midfield,Volante,right,189.0,Brazil,Red Bull Bragantino,,,,,0,0,0,False
1084073,Marcelinho Braz,2004-08-16,21.0,Midfield,Attacking Midfield,Meia,left,178.0,Brazil,Red Bull Bragantino,400000.0,400000.0,,,0,0,0,False
1084076,Fernando Costa,2004-02-01,22.0,Goalkeeper,Goalkeeper,Goleiro,right,191.0,Brazil,Red Bull Bragantino,,,,,0,0,0,False
1084081,Gustavo Neves,2004-04-23,22.0,Midfield,Central Midfield,Meia,right,176.0,Brazil,Red Bull Bragantino,3500000.0,3500000.0,,,1,0,2,False
1084603,Vinícius Lago,2005-10-22,20.0,Defender,Right-Back,Lateral,right,,Brazil,Red Bull Bragantino,,,,,0,0,0,False
1084626,Felipe Cardoso,2003-03-04,23.0,Attack,Left Winger,Ponta,right,182.0,Brazil,Esporte Clube Vitória,,,,,0,0,0,False
1084629,David Antunes,2005-08-17,20.0,Midfield,Central Midfield,Meia,right,178.0,Brazil,Associação Chapecoense de Futebol,200000.0,200000.0,,,0,0,0,False
1084667,Isaac,2004-04-24,22.0,Attack,Left Winger,Ponta,right,170.0,Brazil,Clube Atlético Paranaense,1200000.0,1500000.0,,,0,0,0,False
1084816,Zé Guilherme,2005-03-16,21.0,Defender,Left-Back,Lateral,left,181.0,Brazil,Esporte Clube Bahia,400000.0,400000.0,,,0,0,0,False
1086260,Thiago Henrique,2004-04-27,22.0,Midfield,Defensive Midfield,Volante,right,179.0,Brazil,Fluminense Football Club,,,,,4,0,28,False
1086534,Dudu Cruz,2005-04-12,21.0,Defender,Centre-Back,Zagueiro,right,187.0,Brazil,Clube Atlético Mineiro,,,,,0,0,0,False
1086632,Abner,2004-04-19,22.0,Defender,Centre-Back,Zagueiro,right,189.0,Brazil,Esporte Clube Juventude,,,,,4,0,13,False
1087334,Jordan Barrera,2006-04-11,20.0,Midfield,Attacking Midfield,Meia,right,180.0,Colombia,S. A. F. Botafogo,2500000.0,2500000.0,,,0,0,0,False
1087842,Rayan Lucas,2005-01-03,21.0,Midfield,Defensive Midfield,Volante,right,185.0,Brazil,Clube de Regatas do Flamengo,,,,,0,0,0,False
1087843,Lucas Furtado,2005-03-09,21.0,Goalkeeper,Goalkeeper,Goleiro,right,197.0,Brazil,Clube de Regatas do Flamengo,,,,,0,0,0,False
1087844,Felipe Vieira,2005-02-09,21.0,Defender,Centre-Back,Zagueiro,left,189.0,Brazil,Clube de Regatas do Flamengo,,,,,0,0,0,False
1087854,Daniel Rogério,2005-03-12,21.0,Midfield,Defensive Midfield,Volante,right,173.0,Brazil,Clube de Regatas do Flamengo,,,,,0,0,0,False
1088801,Cadu,2005-01-11,21.0,Goalkeeper,Goalkeeper,Goleiro,right,193.0,Brazil,Sport Club Corinthians Paulista,,,,,0,0,0,False
1088802,Caipira,2005-02-15,21.0,Defender,Right-Back,Lateral,both,173.0,Brazil,Sport Club Corinthians Paulista,,,,,0,0,0,False
1088816,Enzo Boer,2005-01-06,21.0,Attack,Right Winger,Ponta,left,170.0,Brazil,Santos Futebol Clube,,,,,0,0,0,False
1089609,Kayky Almeida,2005-05-01,21.0,Defender,Centre-Back,Zagueiro,left,185.0,Brazil,Clube do Remo,800000.0,800000.0,,,0,0,0,False
1089610,Dohmann,2005-03-15,21.0,Midfield,Defensive Midfield,Volante,right,,Brazil,Fluminense Football Club,,,,,0,0,0,False
1089955,JP Chermont,2006-01-18,20.0,Defender,Right-Back,Lateral,right,181.0,Brazil,Coritiba Foot Ball Club,4000000.0,4000000.0,,,0,0,0,False
1089956,Rodrigo Falcão,2005-03-23,21.0,Goalkeeper,Goalkeeper,Goleiro,right,191.0,Brazil,Santos Futebol Clube,,,,,0,0,0,False
1089958,Gabriel Bontempo,2005-01-16,21.0,Midfield,Central Midfield,Meia,right,181.0,Brazil,Santos Futebol Clube,9000000.0,9000000.0,,,0,0,0,False
1090768,Riquelmy,2005-05-02,21.0,Attack,Centre-Forward,Centroavante,right,,Brazil,Sport Club do Recife,,,,,0,0,0,False
1090818,Sidnei,2003-03-28,23.0,Goalkeeper,Goalkeeper,Goleiro,right,191.0,Brazil,Mirasol Futebol Clube,,,,,0,0,1,False
1090819,Lucas Ronier,2004-11-26,21.0,Attack,Right Winger,Ponta,left,165.0,Brazil,Coritiba Foot Ball Club,6000000.0,6000000.0,,,0,0,1,False
1090856,Vitinho Mota,2003-07-27,22.0,Attack,Right Winger,Ponta,left,174.0,Brazil,Red Bull Bragantino,,,,,0,0,0,False
1091605,Marcelo,2006-02-12,20.0,Goalkeeper,Goalkeeper,Goleiro,right,191.0,Brazil,Cruzeiro Esporte Clube,,,,,0,0,0,False
1091607,Rhuan Gabriel,2006-02-06,20.0,Midfield,Attacking Midfield,Meia,right,176.0,Brazil,Cruzeiro Esporte Clube,,,,,0,0,0,False
1091609,Ruan Índio,2006-08-10,19.0,Attack,Centre-Forward,Centroavante,right,191.0,Brazil,Cruzeiro Esporte Clube,,,,,0,0,0,False
1091893,Zé Breno,2004-06-06,22.0,Midfield,Defensive Midfield,Volante,right,176.0,Brazil,Esporte Clube Vitória,,,,,0,0,0,False
1092429,João Almeida,2006-01-16,20.0,Defender,Left-Back,Lateral,left,178.0,Brazil,Coritiba Foot Ball Club,400000.0,400000.0,,,0,0,0,False
1092590,Vitor Neves,2005-01-08,21.0,Midfield,Defensive Midfield,Volante,right,,Brazil,Sport Club do Recife,,,,,0,0,0,False
1092623,Anthony,2005-07-12,20.0,Defender,Centre-Back,Zagueiro,left,192.0,Brazil,S. A. F. Botafogo,300000.0,300000.0,,,0,0,1,False
1092705,Roger Ruan,2005-01-12,21.0,Defender,Right-Back,Lateral,right,,Brazil,Esporte Clube Bahia,,,,,0,0,0,False
1093267,Yan,2005-11-04,20.0,Defender,Right-Back,Lateral,right,178.0,Brazil,Sport Club Internacional,,,,,0,0,0,False
1093749,Gustavo Talles,2003-07-14,22.0,Defender,Right-Back,Lateral,right,177.0,Brazil,Associação Chapecoense de Futebol,50000.0,50000.0,,,0,0,0,False
1093845,Rhuan Lucas,2004-09-14,21.0,Midfield,Defensive Midfield,Volante,right,174.0,Brazil,S. A. F. Botafogo,,,,,0,0,0,False
1093863,Aranha,2005-02-07,21.0,Goalkeeper,Goalkeeper,Goleiro,right,190.0,Brazil,Sociedade Esportiva Palmeiras,,,,,0,0,0,False
1093864,Gilberto Junior,2005-03-27,21.0,Defender,Right-Back,Lateral,right,165.0,Brazil,Clube Atlético Paranaense,2000000.0,2000000.0,,,0,0,0,False
1093865,David Kauã,2005-03-12,21.0,Midfield,Central Midfield,Meia,left,182.0,Brazil,Clube Atlético Mineiro,,,,,0,0,0,False
1093906,Kauê Canela,2004-02-20,22.0,Attack,Centre-Forward,Centroavante,right,180.0,Brazil,Fortaleza Esporte Clube,,,,,0,0,0,False
1093922,Luisão,2003-09-09,22.0,Defender,Centre-Back,Zagueiro,right,192.0,Brazil,Santos Futebol Clube,,,,,0,0,0,False
1093951,Renê,2003-10-07,22.0,Attack,Left Winger,Ponta,right,183.0,Brazil,Esporte Clube Vitória,1000000.0,1000000.0,,,0,0,0,False
1094387,Chiqueti,2005-09-02,20.0,Midfield,Attacking Midfield,Meia,both,176.0,Brazil,Clube Atlético Paranaense,3000000.0,3000000.0,,,0,0,0,False
1094501,Hugo Leonardo,2004-01-19,22.0,Midfield,Defensive Midfield,Volante,left,175.0,Brazil,São Paulo Futebol Clube,,,,,0,0,0,False
1094530,Kauan,2003-04-27,23.0,Goalkeeper,Goalkeeper,Goleiro,right,192.0,Brazil,Sport Club Internacional,,,,,0,0,1,False
1094537,Isac,2005-05-10,21.0,Midfield,Attacking Midfield,Meia,left,,Brazil,Fluminense Football Club,,,,,0,0,0,False
1094863,Deivid Andrade,2005-06-01,21.0,Goalkeeper,Goalkeeper,Goleiro,right,196.0,Brazil,Ceará Sporting Club,,,,,0,0,0,False
1094958,Fábio Soares,2004-12-03,21.0,Attack,Left Winger,Ponta,right,178.0,Brazil,Esporte Clube Vitória,,,,,0,0,0,False
1094959,Samuel,2005-01-27,21.0,Attack,Centre-Forward,Centroavante,right,186.0,Brazil,Esporte Clube Bahia,,,,,0,0,0,False
1094961,Paulo Roberto,2005-11-13,20.0,Defender,Right-Back,Lateral,right,,Brazil,Esporte Clube Vitória,,,,,0,0,0,False
1094962,Ainoã,2005-02-01,21.0,Defender,Left-Back,Lateral,left,186.0,Brazil,Clube de Regatas do Flamengo,,,,,0,0,0,False
1095547,Benassi,2003-12-17,22.0,Goalkeeper,Goalkeeper,Goleiro,right,195.0,Brazil,Coritiba Foot Ball Club,50000.0,50000.0,,,0,0,0,False
1095552,Gustavo Prado,2005-06-06,21.0,Attack,Right Winger,Ponta,right,179.0,Brazil,Sport Club Internacional,,,,,0,0,0,False
1095628,Edson Kauã,2004-01-09,22.0,Defender,Left-Back,Lateral,left,175.0,Brazil,Clube do Remo,,,,,0,0,0,False
1096080,Gabriel Rocha,2006-01-23,20.0,Defender,Centre-Back,Zagueiro,left,,Brazil,Ceará Sporting Club,,,,,0,0,0,False
1096223,Pedro Ataíde,2005-06-28,21.0,Attack,Centre-Forward,Centroavante,left,180.0,Brazil,Clube Atlético Mineiro,,,,,0,0,0,False
1096272,Clébio,2004-03-01,22.0,Defender,Centre-Back,Zagueiro,right,186.0,Brazil,Esporte Clube Juventude,,,,,0,0,0,False
1096275,Davi Góes,2005-06-22,21.0,Midfield,Defensive Midfield,Volante,left,185.0,Brazil,Esporte Clube Juventude,,,,,0,0,0,False
1096506,Isac,2006-04-02,20.0,Defender,Centre-Back,Zagueiro,right,186.0,Brazil,São Paulo Futebol Clube,,,,,0,0,0,False
1096605,Kauan Toledo,2006-04-15,20.0,Attack,Right Winger,Ponta,right,177.0,Brazil,S. A. F. Botafogo,,,,,0,0,0,False
1096840,Luiz Eduardo,2007-06-26,19.0,Midfield,Attacking Midfield,Meia,left,,Brazil,Sport Club Corinthians Paulista,,,,,0,0,0,False
1097081,Maxsuell Alegria,2004-01-09,22.0,Attack,Left Winger,Ponta,right,169.0,Brazil,Club de Regatas Vasco da Gama,,,,,0,0,0,False
1097101,João Bom,2005-05-21,21.0,Attack,Centre-Forward,Centroavante,right,183.0,Brazil,Associação Chapecoense de Futebol,,,,,0,0,0,False
1097174,Maceió,2003-07-14,22.0,Attack,Right Winger,Ponta,right,177.0,Brazil,Mirasol Futebol Clube,,,,,0,0,0,False
1097187,Bruninho,2005-06-11,21.0,Midfield,Central Midfield,Meia,right,177.0,Brazil,Fortaleza Esporte Clube,,,,,0,0,0,False
1097224,Janderson,2005-08-31,20.0,Defender,Centre-Back,Zagueiro,right,190.0,Brazil,Cruzeiro Esporte Clube,,,,,0,0,0,False
1097844,Wesley Juan,2005-01-02,21.0,Defender,Centre-Back,Zagueiro,left,188.0,Brazil,Clube de Regatas do Flamengo,,,,,0,0,0,False
1098726,Zé Phelipe,2005-06-14,21.0,Midfield,Defensive Midfield,Volante,both,180.0,Brazil,Clube Atlético Mineiro,,,,,0,0,0,False
1100071,Pablo,2003-08-03,22.0,Midfield,Attacking Midfield,Meia,right,165.0,Brazil,Esporte Clube Vitória,200000.0,200000.0,,,0,0,0,False
1100475,Gabriel Pfeifer,2005-04-12,21.0,Midfield,Central Midfield,Meia,right,175.0,Brazil,Clube Atlético Mineiro,,,,,0,0,0,False
1101123,Netinho,2005-03-06,21.0,Defender,Right-Back,Lateral,right,,Brazil,Sport Club do Recife,,,,,0,0,0,False
1101124,Gustavinho,2005-04-07,21.0,Midfield,Defensive Midfield,Volante,right,,Brazil,Santos Futebol Clube,500000.0,500000.0,,,0,0,0,False
1101134,Fabricio Dias,2004-08-26,21.0,Midfield,Defensive Midfield,Volante,right,176.0,Brazil,Fortaleza Esporte Clube,,,,,0,0,0,False
1101447,Iván Román,2006-07-12,19.0,Defender,Centre-Back,Zagueiro,right,183.0,Chile,Clube Atlético Mineiro,1500000.0,1500000.0,,,0,0,0,False
1105524,Daniel Aguilar,2003-12-12,22.0,Attack,Left Winger,Ponta,left,,Colombia,Clube Atlético Paranaense,10000.0,10000.0,,,0,0,0,False
1109027,Victor,2006-05-03,20.0,Goalkeeper,Goalkeeper,Goleiro,right,197.0,Brazil,Esporte Clube Bahia,,,,,0,0,0,False
1109028,Juninho,2005-12-17,20.0,Attack,Left Winger,Ponta,right,,Brazil,Esporte Clube Bahia,,,,,0,0,0,False
1109029,Sidney Duarte,2006-03-12,20.0,Midfield,Defensive Midfield,Volante,right,168.0,Brazil,Esporte Clube Bahia,,,,,0,0,0,False
1112486,Jhoan Hernández,2006-02-20,20.0,Defender,Left-Back,Lateral,left,178.0,Colombia,S. A. F. Botafogo,150000.0,550000.0,,,0,0,0,False
1114595,João Andrade,2006-06-15,20.0,Attack,Centre-Forward,Centroavante,left,181.0,Brazil,Esporte Clube Bahia,,,,,1,0,4,False
1115717,Gerald Anjos,2007-11-01,18.0,Defender,Centre-Back,Zagueiro,left,,Brazil,Esporte Clube Bahia,,,,,0,0,0,False
1115722,Arthur Gabriel,2005-09-04,20.0,Defender,Left-Back,Lateral,left,177.0,Brazil,Sociedade Esportiva Palmeiras,3000000.0,3000000.0,,,0,0,0,False
1116366,Paulo Vitor,2004-08-26,21.0,Midfield,Defensive Midfield,Volante,right,184.0,Brazil,Clube Atlético Mineiro,,,,,0,0,0,False
1116367,Zé Neto,2005-10-30,20.0,Attack,Right Winger,Ponta,both,,Brazil,Ceará Sporting Club,,,,,0,0,0,False
1116543,Marlinho,2005-06-19,21.0,Attack,Right Winger,Ponta,left,177.0,Brazil,Sport Club Internacional,,,,,0,0,0,False
1116605,Larson,2005-07-10,21.0,Midfield,Central Midfield,Meia,right,183.0,Brazil,Sociedade Esportiva Palmeiras,400000.0,400000.0,,,0,0,0,False
1116612,Diego Esser,2005-04-13,21.0,Goalkeeper,Goalkeeper,Goleiro,left,194.0,Brazil,Sport Club Internacional,,,,,0,0,0,False
1116614,Gustavo,2006-08-28,19.0,Midfield,Central Midfield,Meia,right,176.0,Brazil,Sport Club Internacional,,,,,0,0,0,False
1116620,Rhyan,2006-01-03,20.0,Goalkeeper,Goalkeeper,Goleiro,right,188.0,Brazil,S. A. F. Botafogo,,,,,0,0,0,False
1116636,João Loiola,2005-04-14,21.0,Defender,Centre-Back,Zagueiro,right,,Brazil,Fluminense Football Club,,,,,0,0,0,False
1116637,Fabinho,2006-01-24,20.0,Midfield,Defensive Midfield,Volante,,,Brazil,Fluminense Football Club,,,,,0,0,0,False
1116834,Samuel,2006-02-09,20.0,Defender,Centre-Back,Zagueiro,left,187.0,Brazil,Clube Atlético Mineiro,,,,,0,0,0,False
