liga,name,posicao_projeto,idade,current_club_name,country_of_citizenship,dados_completos,partidas_jogadas,minutos_jogados,gols,assistencias,gols_90,assistencias_90,finalizacoes_alvo_90,cruzamentos_90,desarmes_90,interceptacoes_90,gols_90_norm,assistencias_90_norm,finalizacoes_alvo_90_norm,cruzamentos_90_norm,desarmes_90_norm,interceptacoes_90_norm,market_value_in_eur,score
ligue_1,Guillaume Restes,Goleiro,21.0,Toulouse Football Club,France,True,96.0,8545.0,0,1,0.0,0.0105324751316559,0.0,0.0,0.0,0.0305810397553516,0.0,0.0157011897795982,0.0,0.0,0.0,0.0116763969974979,18000000.0,0.5740740740740741
ligue_1,Kyllian Antonio,Zagueiro,18.0,Racing Club de Lens,France,True,7.0,328.0,0,1,0.0,0.274390243902439,0.0,0.9523809523809524,1.9047619047619049,2.380952380952381,0.0,0.4090447154471545,0.0,0.0894660894660894,0.3809523809523809,0.9090909090909092,3000000.0,3.225108225108225
ligue_1,Raphaël Le Guen,Zagueiro,19.0,Stade brestois 29,France,True,6.0,373.0,0,0,0.0,0.0,0.238095238095238,0.0,0.7142857142857143,2.619047619047619,0.0,0.0,0.0748299319727891,0.0,0.1428571428571428,1.0,800000.0,2.857142857142857
ligue_1,Kassoum Ouattara,Lateral,21.0,Association sportive de Monaco Football Club,France,True,41.0,1994.0,1,4,0.0451354062186559,0.1805416248746238,0.0,4.672897196261682,1.7757009345794394,1.7757009345794394,0.0429287863590772,0.2691407556001338,0.0,0.4389691305579156,0.3551401869158879,0.6779949022939679,12000000.0,1.7713599592319869
ligue_1,Arsène Kouassi,Lateral,22.0,Football Club Lorient-Bretagne Sud,Burkina Faso,True,31.0,2612.0,2,8,0.0689127105666156,0.2756508422664624,0.1730103806228373,4.11764705882353,0.6228373702422145,0.8304498269896194,0.0655436447166921,0.4109239407861154,0.0543746910528917,0.3868092691622104,0.1245674740484429,0.3170808430324001,15000000.0,1.7200338939450943
ligue_1,Rabby Nzingoula,Volante,20.0,Montpellier HSC,France,True,33.0,1826.0,1,1,0.0492880613362541,0.0492880613362541,0.0,3.333333333333333,1.6666666666666667,1.6666666666666667,0.0468784227820372,0.0734757210660825,0.0,0.3131313131313131,0.3333333333333333,0.6363636363636365,2000000.0,1.999571011318
ligue_1,Andrija Bulatovic,Meia,19.0,Racing Club de Lens,Montenegro,True,19.0,753.0,0,4,0.0,0.4780876494023904,0.5882352941176471,6.588235294117647,2.4705882352941178,0.9411764705882352,0.0,0.7127047366091191,0.1848739495798319,0.6188948306595365,0.4941176470588235,0.3593582887700535,8000000.0,2.757009040486894
ligue_1,Ethan Nwaneri,Meia,19.0,Olympique de Marseille,England,True,9.0,322.0,2,1,0.5590062111801242,0.2795031055900621,0.8333333333333333,2.5,0.2777777777777778,0.8333333333333333,0.5316770186335403,0.4166666666666667,0.2619047619047618,0.2348484848484848,0.0555555555555555,0.3181818181818182,35000000.0,2.5482025221155653
ligue_1,Afonso Moreira,Ponta,21.0,Olympique Lyonnais,Portugal,True,27.0,1719.0,4,8,0.2094240837696335,0.418848167539267,0.7329842931937173,6.230366492146596,1.1518324607329842,0.6282722513089005,0.1991855730075625,0.6243940275353889,0.2303664921465968,0.5852768522925591,0.2303664921465968,0.2398857686815802,20000000.0,3.0560156539214134
ligue_1,Bradley Barcola,Ponta,23.0,Paris Saint-Germain Football Club,France,True,128.0,7283.0,34,30,0.4201565289029246,0.3707263490319923,1.5463917525773196,1.3402061855670104,0.8247422680412372,0.6185567010309279,0.3996155430454483,0.5526568721680627,0.4860088365243004,0.1258981568259919,0.1649484536082474,0.2361761949390815,70000000.0,2.982715402466525
ligue_1,Julián Vignolo,Centroavante,19.0,Toulouse Football Club,Argentina,True,13.0,184.0,2,0,0.9782608695652174,0.0,3.1818181818181817,4.545454545454545,1.3636363636363635,0.0,0.9304347826086956,0.0,1.0,0.4269972451790633,0.2727272727272727,0.0,1500000.0,5.721739130434782
