player_id,name,date_of_birth,idade,position,sub_position,foot,height_in_cm,country_of_citizenship,current_club_name,market_value_in_eur,highest_market_value_in_eur,partidas_jogadas,minutos_jogados,gols,assistencias,posicao_projeto,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY_x,Performance_CrdR_x,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,Performance_CrdY_y,Performance_CrdR_y,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG
644408,Oliver Provstgaard,2003-06-04,23.0,Defender,Centre-Back,left,194.0,Denmark,Società Sportiva Lazio S.p.A.,16000000.0,16000000.0,28,1560,0,0,Zagueiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646747,Rafa Obrador,2004-02-24,22.0,Defender,Left-Back,left,181.0,Spain,Torino Calcio,5000000.0,5000000.0,16,1123,1,3,Lateral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647280,Kieron Bowie,2002-09-21,23.0,Attack,Centre-Forward,left,190.0,Scotland,Verona Hellas Football Club,7000000.0,7000000.0,14,1204,4,1,Centroavante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648046,Evan Ferguson,2004-10-19,21.0,Attack,Centre-Forward,right,188.0,Ireland,Associazione Sportiva Roma,20000000.0,65000000.0,16,776,3,2,Centroavante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650993,Filippo Missori,2004-03-24,22.0,Defender,Right-Back,right,182.0,Italy,Unione Sportiva Sassuolo Calcio,1500000.0,1500000.0,11,443,0,0,Lateral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651005,Cher Ndour,2004-07-27,21.0,Midfield,Central Midfield,right,190.0,Italy,Associazione Calcio Fiorentina,20000000.0,20000000.0,42,2278,3,0,Meia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652054,Martin Vitík,2003-01-21,23.0,Defender,Centre-Back,right,193.0,Czech Republic,Bologna Football Club 1909,13000000.0,15000000.0,19,1324,0,0,Zagueiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659516,Warren Bondo,2003-09-15,22.0,Midfield,Central Midfield,right,177.0,France,Unione Sportiva Cremonese S.p.A.,6000000.0,10000000.0,80,5082,1,1,Meia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663237,Jacob Ondrejka,2002-09-02,23.0,Attack,Left Winger,right,179.0,Sweden,Parma Calcio 1913,5500000.0,8000000.0,28,1192,5,0,Ponta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666974,Mikayil Faye,2004-07-14,21.0,Defender,Centre-Back,left,183.0,Senegal,Unione Sportiva Cremonese S.p.A.,4500000.0,10000000.0,8,250,0,0,Zagueiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668207,Petar Sučić,2003-10-25,22.0,Midfield,Central Midfield,right,183.0,Croatia,Football Club Internazionale Milano S.p.A.,40000000.0,40000000.0,34,1764,2,2,Meia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668547,Máximo Perrone,2003-01-07,23.0,Midfield,Defensive Midfield,left,177.0,Argentina,Calcio Como,35000000.0,35000000.0,62,4610,3,7,Volante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668951,Matías Soulé,2003-04-15,23.0,Attack,Right Winger,left,182.0,Argentina,Associazione Sportiva Roma,35000000.0,35000000.0,109,7515,23,13,Ponta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670845,Omari Forson,2004-07-20,21.0,Attack,Right Winger,left,179.0,England,AC Monza,2000000.0,2000000.0,9,217,0,0,Ponta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672381,Jonathan Rowe,2003-04-30,23.0,Attack,Left Winger,right,173.0,England,Bologna Football Club 1909,28000000.0,28000000.0,25,1416,2,2,Ponta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678441,Daniele Montevago,2003-03-18,23.0,Attack,Centre-Forward,right,184.0,Italy,UC Sampdoria,800000.0,800000.0,6,229,0,0,Centroavante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679423,Tarik Muharemović,2003-02-28,23.0,Defender,Centre-Back,left,192.0,Bosnia-Herzegovina,Unione Sportiva Sassuolo Calcio,25000000.0,25000000.0,32,2835,2,2,Zagueiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691482,Jacopo Fazzini,2003-03-16,23.0,Midfield,Central Midfield,right,178.0,Italy,Associazione Calcio Fiorentina,8500000.0,10000000.0,92,4009,5,3,Meia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701819,Daniele Ghilardi,2003-01-06,23.0,Defender,Centre-Back,right,189.0,Italy,Associazione Sportiva Roma,18000000.0,18000000.0,47,3116,0,0,Zagueiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703245,Antonio Vergara,2003-01-16,23.0,Midfield,Attacking Midfield,left,182.0,Italy,Società Sportiva Calcio Napoli,15000000.0,15000000.0,12,614,1,3,Meia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705063,Samuele Angori,2003-10-07,22.0,Midfield,Left Midfield,left,186.0,Italy,Pisa Sporting Club,4500000.0,5500000.0,35,2605,0,3,Meia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708086,Romano Floriani Mussolini,2003-01-27,23.0,Defender,Right-Back,right,188.0,Italy,Unione Sportiva Cremonese S.p.A.,2500000.0,2500000.0,28,1164,0,3,Lateral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708635,Lorenzo Bernasconi,2003-11-16,22.0,Midfield,Left Midfield,left,190.0,Italy,Atalanta Bergamasca Calcio S.p.a.,20000000.0,20000000.0,23,1569,0,3,Meia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709957,Álex Valle,2004-04-25,22.0,Defender,Left-Back,left,178.0,Spain,Calcio Como,12000000.0,12000000.0,43,3059,1,4,Lateral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711976,Andy Diouf,2003-05-17,23.0,Midfield,Central Midfield,left,187.0,France,Football Club Internazionale Milano S.p.A.,20000000.0,20000000.0,19,479,1,0,Meia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724106,Luca Lipani,2005-05-18,21.0,Midfield,Defensive Midfield,right,185.0,Italy,Unione Sportiva Sassuolo Calcio,7500000.0,7500000.0,32,1413,0,1,Volante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725242,Luca D'Andrea,2004-09-06,21.0,Attack,Right Winger,left,173.0,Italy,Unione Sportiva Sassuolo Calcio,2500000.0,2500000.0,5,321,0,1,Ponta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728485,Danilo Veiga,2002-09-25,23.0,Defender,Right-Back,right,183.0,Portugal,Unione Sportiva Lecce,2500000.0,2500000.0,49,3387,0,1,Lateral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728733,Brooke Norton-Cuffy,2004-01-12,22.0,Defender,Right-Back,right,181.0,England,Genoa Cricket and Football Club,15000000.0,16000000.0,41,2936,2,1,Lateral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731491,Franco Carboni,2003-04-04,23.0,Defender,Left-Back,left,190.0,Argentina,Parma Calcio 1913,900000.0,1000000.0,18,398,0,1,Lateral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741090,Jonas Rouhi,2004-01-07,22.0,Defender,Left-Back,left,183.0,Sweden,Juventus Football Club,2000000.0,2000000.0,5,207,0,0,Lateral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741292,Iker Bravo,2005-01-13,21.0,Attack,Centre-Forward,right,182.0,Spain,Udinese Calcio,5000000.0,5000000.0,29,662,2,1,Centroavante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743091,Emirhan İlkhan,2004-06-01,22.0,Midfield,Central Midfield,right,175.0,Türkiye,Torino Calcio,6000000.0,6000000.0,31,1200,1,2,Meia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746712,Pietro Comuzzo,2005-02-20,21.0,Defender,Centre-Back,right,188.0,Italy,Associazione Calcio Fiorentina,18000000.0,25000000.0,64,3932,2,0,Zagueiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746891,Cristian Volpato,2003-11-15,22.0,Midfield,Attacking Midfield,left,187.0,Australia,Unione Sportiva Sassuolo Calcio,10000000.0,10000000.0,53,1920,4,5,Meia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747720,Jayden Addai,2005-08-26,20.0,Attack,Right Winger,left,177.0,Netherlands,Calcio Como,20000000.0,20000000.0,12,687,3,0,Ponta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798929,Gvidas Gineitis,2004-04-15,22.0,Midfield,Central Midfield,left,191.0,Lithuania,Torino Calcio,5500000.0,6000000.0,76,3854,3,2,Meia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813137,Niccolò Pisilli,2004-09-23,21.0,Midfield,Central Midfield,right,180.0,Italy,Associazione Sportiva Roma,30000000.0,30000000.0,55,2513,4,5,Meia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814446,Luca Marianucci,2004-07-23,21.0,Defender,Centre-Back,right,186.0,Italy,Torino Calcio,7000000.0,7500000.0,30,1756,0,1,Zagueiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818448,Alessandro Marcandalli,2002-10-25,23.0,Defender,Centre-Back,right,190.0,Italy,Genoa Cricket and Football Club,14000000.0,14000000.0,42,3002,0,2,Zagueiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818880,Tommaso Corazza,2004-06-29,22.0,Defender,Left-Back,right,174.0,Italy,Bologna Football Club 1909,1500000.0,1500000.0,9,187,0,0,Lateral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827734,Ange-Yoan Bonny,2003-10-25,22.0,Attack,Centre-Forward,right,189.0,Cote d'Ivoire,Football Club Internazionale Milano S.p.A.,35000000.0,35000000.0,70,3676,11,10,Centroavante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830365,Alisson Santos,2002-09-27,23.0,Attack,Left Winger,right,177.0,Brazil,Società Sportiva Calcio Napoli,28000000.0,28000000.0,14,836,4,0,Ponta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845654,Kenan Yıldız,2005-05-04,21.0,Attack,Left Winger,both,187.0,Türkiye,Juventus Football Club,75000000.0,75000000.0,98,6198,19,13,Ponta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846254,Petar Ratkov,2003-08-18,22.0,Attack,Centre-Forward,right,193.0,Serbia,Società Sportiva Lazio S.p.A.,9000000.0,10000000.0,8,228,0,0,Centroavante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849520,Santiago Castro,2004-09-18,21.0,Attack,Centre-Forward,right,179.0,Argentina,Bologna Football Club 1909,32000000.0,35000000.0,79,4904,16,9,Centroavante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851385,Tobias Slotsager,2006-01-01,20.0,Defender,Centre-Back,right,190.0,Denmark,Verona Hellas Football Club,3000000.0,3000000.0,8,443,0,0,Zagueiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855308,Arthur Atta,2003-01-14,23.0,Midfield,Central Midfield,right,189.0,France,Udinese Calcio,25000000.0,25000000.0,59,3808,5,4,Meia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867137,Alessandro Circati,2003-10-10,22.0,Defender,Centre-Back,right,191.0,Australia,Parma Calcio 1913,12000000.0,12000000.0,37,3206,1,1,Zagueiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875334,Semih Kılıçsoy,2005-08-15,20.0,Attack,Centre-Forward,right,178.0,Türkiye,Cagliari Calcio,11000000.0,15000000.0,22,975,4,0,Centroavante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876298,Matteo Prati,2003-12-28,22.0,Midfield,Defensive Midfield,right,185.0,Italy,Torino Calcio,5500000.0,10000000.0,71,4435,2,2,Volante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876400,Simone Pafundi,2006-03-14,20.0,Midfield,Attacking Midfield,left,166.0,Italy,Udinese Calcio,5000000.0,10000000.0,18,191,0,0,Meia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877124,Rosen Bozhinov,2005-01-23,21.0,Defender,Centre-Back,left,193.0,Bulgaria,Pisa Sporting Club,4000000.0,4000000.0,9,614,0,0,Zagueiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
