player_id,name,date_of_birth,idade,position,sub_position,foot,height_in_cm,country_of_citizenship,current_club_name,market_value_in_eur,highest_market_value_in_eur,partidas_jogadas,minutos_jogados,gols,assistencias,posicao_projeto,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY_x,Performance_CrdR_x,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,Performance_CrdY_y,Performance_CrdR_y,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG
982393,Lucas Mincarelli,2004-01-05,22.0,Defender,Left-Back,left,180.0,France,Montpellier HSC,1000000.0,1000000.0,23,1697,2,1,Lateral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982863,Kyliane Dong,2004-09-27,21.0,Attack,Left Winger,,,France,ESTAC Troyes,600000.0,600000.0,6,211,0,0,Ponta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986262,Junior Ndiaye,2005-03-29,21.0,Attack,Centre-Forward,left,183.0,United Arab Emirates,Montpellier HSC,50000.0,150000.0,15,433,0,0,Centroavante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986291,Andrija Bulatovic,2006-12-27,19.0,Midfield,Central Midfield,right,180.0,Montenegro,Racing Club de Lens,8000000.0,8000000.0,19,753,0,4,Meia,Andrija Bulatović,MNE,MF,18,2006,19,6,762,8.5,0,4,4,0,0,0,2,0,0.0,0.47,0.47,0.0,0.47,0,11,5,45.5,1.3,0.59,0.0,0.0,0,0,2,0,0,19,20,0,56,8,21,,,0
989574,Santiago Hidalgo,2005-02-17,21.0,Attack,Centre-Forward,left,174.0,Argentina,Toulouse Football Club,6000000.0,6000000.0,28,1303,4,6,Centroavante,Santiago Hidalgo,ARG,"MF,FW",20,2005,28,14,1306,14.5,4,6,10,4,0,0,4,0,0.28,0.41,0.69,0.28,0.69,4,33,13,39.4,2.27,0.9,0.12,0.31,0,0,4,0,0,41,30,8,12,8,20,,,0
989819,Ivane Chegra,2004-03-03,22.0,Attack,Right Winger,,,Algeria,AC Ajaccio,150000.0,150000.0,6,189,0,0,Ponta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989824,Ben Hamed Touré,2003-08-21,22.0,Attack,Centre-Forward,,185.0,Cote d'Ivoire,AC Ajaccio,100000.0,100000.0,4,210,0,0,Centroavante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991487,Abdoul Ouattara,2005-10-22,20.0,Defender,Right-Back,,180.0,Cote d'Ivoire,Racing Club de Strasbourg Alsace,15000000.0,15000000.0,45,2226,3,2,Lateral,Abdoul Ouattara,FRA,"MF,DF",19,2005,28,19,1768,19.6,2,0,2,2,0,0,2,0,0.1,0.0,0.1,0.1,0.1,2,27,11,40.7,1.37,0.56,0.07,0.18,0,0,2,0,0,12,11,1,19,20,13,,,0
992686,Martial Godo,2003-03-14,23.0,Attack,Left Winger,right,177.0,Cote d'Ivoire,Racing Club de Strasbourg Alsace,22000000.0,22000000.0,28,1587,10,2,Ponta,Martial Godo,CIV,MF,22,2003,28,18,1584,17.6,10,1,11,10,0,0,2,0,0.57,0.06,0.62,0.57,0.62,10,41,17,41.5,2.33,0.97,0.24,0.59,0,0,2,0,0,15,32,11,31,15,13,,,0
999229,Jérémy Sebas,2003-04-14,23.0,Attack,Centre-Forward,right,187.0,Martinique,Racing Club de Strasbourg Alsace,600000.0,800000.0,27,575,2,1,Centroavante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004301,Jérémy Jacquet,2005-07-13,20.0,Defender,Centre-Back,right,190.0,France,Stade Rennais Football Club,55000000.0,55000000.0,37,2855,0,2,Zagueiro,Jérémy Jacquet,FRA,DF,20,2005,19,19,1671,18.6,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0,0,11,3,27.3,0.59,0.16,0.0,0.0,0,0,6,1,1,20,17,1,0,22,17,,,0
